area_type,availability,location,society,total_sqft,bath,balcony,price,bhk,price_per_sqft
Built-up  Area,Ready To Move,Dodda Nekkundi,Tuentpa,1260.0,2.0,2.0,55.0,2.0,4365.079365079365
Built-up  Area,Ready To Move,Hosur Road,Tovesee,1656.0,2.0,1.0,120.0,2.0,7246.376811594203
Super built-up  Area,Ready To Move,Chandapura,Vailsaf,1208.0,3.0,1.0,45.0,3.0,3725.1655629139073
Super built-up  Area,Ready To Move,Whitefield,BrlisCo,1910.0,3.0,2.0,161.0,3.0,8429.319371727748
Super built-up  Area,Ready To Move,Whitefield,Haestt ,3252.0,4.0,1.0,230.0,4.0,7072.570725707257
Super built-up  Area,Ready To Move,7th Phase JP Nagar,BriumMi,1175.0,2.0,1.0,82.0,2.0,6978.723404255319
Super built-up  Area,Ready To Move,Rajaji Nagar,PhestOn,2390.0,3.0,2.0,410.0,3.0,17154.81171548117
Super built-up  Area,Ready To Move,Kengeri,VBvenal,750.0,2.0,1.0,38.0,2.0,5066.666666666667
Super built-up  Area,Ready To Move,Kanakpura Road,JRrnauv,1550.0,3.0,3.0,64.5,3.0,4161.290322580645
Built-up  Area,Ready To Move,other,Hoeatan,1760.0,3.0,2.0,88.0,3.0,5000.0
Super built-up  Area,Ready To Move,Billekahalli,Asity S,1125.0,2.0,2.0,62.0,2.0,5511.111111111111
Super built-up  Area,Ready To Move,Budigere,PrityTr,1991.0,4.0,2.0,103.0,3.0,5173.279758915118
Super built-up  Area,18-Oct,Bommasandra,DSoodil,1060.0,2.0,1.0,26.5,2.0,2500.0
Super built-up  Area,Ready To Move,Ambalipura,SJarkte,1105.0,2.0,1.0,75.0,2.0,6787.330316742082
Built-up  Area,Ready To Move,Hoodi,Dhgraas,985.0,2.0,2.0,67.0,2.0,6802.030456852792
Super built-up  Area,17-Jul,Balagere,HiqueMa,1590.0,3.0,2.0,79.0,3.0,4968.553459119496
Super built-up  Area,Ready To Move,CV Raman Nagar,Srshq T,1120.0,2.0,2.0,55.0,2.0,4910.714285714285
Super built-up  Area,Ready To Move,other,SPontna,1069.0,2.0,1.0,55.0,2.0,5144.9953227315245
Super built-up  Area,Ready To Move,Marathahalli,Prionad,1933.0,3.0,2.0,140.0,3.0,7242.628039317124
Built-up  Area,16-Mar,Hosur Road,PuendWe,1194.0,2.0,0.0,69.0,2.0,5778.894472361809
Super built-up  Area,Ready To Move,Brookefield,Danna S,1150.0,2.0,3.0,69.0,2.0,6000.0
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,GrrvaGr,1419.0,2.0,2.0,48.1,2.0,3389.7110641296686
Super built-up  Area,Ready To Move,other,MSanaer,1450.0,3.0,2.0,55.0,3.0,3793.103448275862
Super built-up  Area,18-Jul,other,Plowsri,1630.0,3.0,2.0,68.29,3.0,4189.57055214724
Super built-up  Area,Ready To Move,Dasanapura,Tavenew,708.0,1.0,1.0,40.0,2.0,5649.717514124294
Super built-up  Area,Ready To Move,Bellandur,Ocavees,1250.0,2.0,1.0,76.0,2.0,6080.0
Super built-up  Area,Ready To Move,7th Phase JP Nagar,Brnia G,1400.0,2.0,1.0,95.0,3.0,6785.714285714285
Super built-up  Area,Ready To Move,Ardendale,SoystAm,1750.0,3.0,2.0,100.0,3.0,5714.285714285715
Super built-up  Area,Ready To Move,Vittasandra,Prlla C,1404.0,2.0,1.0,71.0,2.0,5056.980056980057
Super built-up  Area,Ready To Move,Hoodi,SMaxyay,1715.0,2.0,2.0,95.0,3.0,5539.35860058309
Built-up  Area,18-Apr,Electronic City,Prarkun,630.0,1.0,1.0,34.65,1.0,5500.0
Super built-up  Area,Ready To Move,Harlur,SosicCl,1752.12,3.0,2.0,135.0,3.0,7704.951715635916
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,GrrvaGr,1295.0,2.0,1.0,55.47,2.0,4283.397683397683
Plot  Area,Ready To Move,other,Bancyri,1800.0,3.0,2.0,252.0,3.0,14000.0
Super built-up  Area,18-Sep,Sarjapur  Road,PualeSk,1346.0,2.0,1.0,74.03,2.0,5500.0
Super built-up  Area,Ready To Move,Hormavu,ElavuHo,1150.0,2.0,2.0,55.0,2.0,4782.608695652174
Built-up  Area,Ready To Move,other,Gontyol,3309.0,4.0,3.0,325.0,4.0,9821.698398307646
Super built-up  Area,18-May,Chandapura,SunceEs,1190.0,2.0,2.0,30.35,3.0,2550.4201680672268
Super built-up  Area,Ready To Move,AECS Layout,DSutyng,1620.0,3.0,2.0,98.0,3.0,6049.382716049383
Super built-up  Area,Ready To Move,other,Bancyri,5000.0,9.0,3.0,360.0,11.0,7200.0
Super built-up  Area,Ready To Move,Harlur,SrEndPo,2450.0,3.0,0.0,120.0,3.0,4897.959183673469
Super built-up  Area,18-May,Electronic City Phase II,Sryalan,1220.0,2.0,1.0,35.23,3.0,2887.7049180327863
Super built-up  Area,Ready To Move,other,RKntsrt,850.0,2.0,1.0,30.0,2.0,3529.4117647058824
Super built-up  Area,Ready To Move,other,Vantspa,1150.0,2.0,2.0,126.0,2.0,10956.521739130434
Super built-up  Area,18-Dec,Hebbal,Mahosya,1760.0,2.0,2.0,130.0,3.0,7386.363636363636
Super built-up  Area,Ready To Move,other,Prowsi ,900.0,2.0,1.0,40.0,2.0,4444.444444444444
Super built-up  Area,18-May,Whitefield,SMuilan,1130.0,2.0,1.0,42.16,2.0,3730.973451327434
Super built-up  Area,Ready To Move,Koramangala,Proodt ,1320.0,2.0,1.0,165.0,2.0,12500.0
Built-up  Area,Ready To Move,other,Sryamar,1200.0,2.0,1.0,62.0,2.0,5166.666666666667
Super built-up  Area,Ready To Move,Subramanyapura,Prldsri,929.0,2.0,0.0,50.17,2.0,5400.4305705059205
Built-up  Area,Ready To Move,other,LiaveEn,1150.0,4.0,2.0,260.0,4.0,22608.695652173912
Plot  Area,Ready To Move,other,Bemesrm,1200.0,5.0,2.0,190.0,5.0,15833.333333333334
Super built-up  Area,Ready To Move,Hebbal Kempapura,Vrensn ,1130.0,2.0,2.0,60.0,2.0,5309.734513274337
Super built-up  Area,Ready To Move,other,VDdonel,1753.0,3.0,2.0,120.0,3.0,6845.407872219053
Super built-up  Area,Ready To Move,Old Madras Road,Brica E,4500.0,7.0,3.0,337.0,5.0,7488.888888888889
Super built-up  Area,22-Jun,Hoodi,GoAirej,1196.0,2.0,2.0,94.42,2.0,7894.648829431439
Built-up  Area,Ready To Move,5th Phase JP Nagar,Prenty ,1150.0,3.0,3.0,52.5,2.0,4565.217391304348
Super built-up  Area,18-Apr,Electronic City,Prarkun,1128.0,2.0,1.0,63.0,2.0,5585.106382978724
Super built-up  Area,Ready To Move,other,Shinei ,1000.0,2.0,1.0,53.0,2.0,5300.0
Super built-up  Area,Ready To Move,Yelahanka,Apows M,1035.0,2.0,1.0,45.0,2.0,4347.826086956522
Super built-up  Area,Ready To Move,Bisuvanahalli,Prityel,1075.0,2.0,1.0,36.0,3.0,3348.8372093023254
Super built-up  Area,Ready To Move,Whitefield,SVineun,1040.0,2.0,1.0,48.5,2.0,4663.461538461538
Super built-up  Area,Ready To Move,Lingadheeranahalli,Soiewre,1511.0,3.0,1.0,95.0,3.0,6287.22700198544
Super built-up  Area,19-Dec,Hoodi,Caycend,1545.0,3.0,1.0,68.75,3.0,4449.838187702266
Super built-up  Area,Ready To Move,JP Nagar,DSvvyx ,1000.0,2.0,1.0,35.0,2.0,3500.0
Super built-up  Area,17-May,Kambipura,Prrtht ,883.0,2.0,1.0,45.0,2.0,5096.262740656852
Super built-up  Area,19-Apr,Sarjapur  Road,Brareio,1195.0,2.0,1.0,70.0,2.0,5857.740585774059
Super built-up  Area,Ready To Move,Vittasandra,Prlla C,1246.0,2.0,1.0,67.0,2.0,5377.2070626003215
Super built-up  Area,18-Dec,Haralur Road,SNnia E,2805.0,5.0,3.0,154.0,4.0,5490.196078431372
Super built-up  Area,Ready To Move,other,OlarkLa,1353.0,2.0,2.0,110.0,2.0,8130.081300813008
Super built-up  Area,18-Apr,Electronic City,Prarkun,1599.0,3.0,2.0,125.0,3.0,7817.385866166354
Super built-up  Area,Ready To Move,Whitefield,SuMTBPr,1150.0,2.0,1.0,70.0,2.0,6086.95652173913
Super built-up  Area,17-Dec,Jakkur,Lecco C,5230.0,6.0,1.0,465.0,4.0,8891.013384321224
Super built-up  Area,Ready To Move,KR Puram,Jahidva,1155.0,2.0,2.0,42.74,2.0,3700.4329004329006
Built-up  Area,Ready To Move,Rajiv Nagar,PuoodSk,1867.0,3.0,1.0,160.0,3.0,8569.89823245849
Super built-up  Area,18-Jun,Ramagondanahalli,ViistLa,1251.0,2.0,1.0,47.0,2.0,3756.994404476419
Super built-up  Area,18-Apr,other,Arano M,1028.0,2.0,1.0,45.5,2.0,4426.070038910506
Super built-up  Area,Ready To Move,other,Amngsag,1222.0,2.0,2.0,45.0,2.0,3682.4877250409168
Super built-up  Area,Ready To Move,Bannerghatta Road,SNity S,1170.0,2.0,1.0,66.0,3.0,5641.025641025641
Super built-up  Area,Ready To Move,Hebbal,Kacesh ,2400.0,4.0,1.0,245.0,3.0,10208.333333333334
Super built-up  Area,Ready To Move,HSR Layout,SrisePo,1372.0,2.0,1.0,68.0,2.0,4956.268221574344
Super built-up  Area,Ready To Move,Magadi Road,Bilya A,1282.0,2.0,2.0,49.0,3.0,3822.1528861154447
Super built-up  Area,Ready To Move,other,Amsomun,5000.0,9.0,3.0,210.0,9.0,4200.0
Super built-up  Area,Ready To Move,Kanakpura Road,Shdhia ,1135.0,2.0,1.0,39.73,2.0,3500.440528634361
Built-up  Area,Ready To Move,other,Foconna,1325.0,2.0,1.0,90.0,3.0,6792.452830188679
Super built-up  Area,18-Apr,Electronic City,Prarkun,1599.0,3.0,2.0,99.0,3.0,6191.369606003753
Super built-up  Area,18-Sep,Hennur Road,Shxorm ,1317.5,2.0,0.0,63.77,2.0,4840.2277039848195
Super built-up  Area,Ready To Move,Hebbal,Brium C,3450.0,5.0,2.0,260.0,3.0,7536.231884057971
Super built-up  Area,18-Apr,Munnekollal,Sadhii ,1102.0,2.0,2.0,53.67,2.0,4870.235934664247
Super built-up  Area,Ready To Move,Yelahanka,Sahanra,1350.0,2.0,2.0,54.0,2.0,4000.0
Super built-up  Area,21-Dec,Kanakpura Road,PrarePa,525.0,1.0,1.0,27.25,1.0,5190.476190476191
Built-up  Area,Ready To Move,Attibele,Jae 2hu,656.0,2.0,1.0,25.0,2.0,3810.9756097560976
Super built-up  Area,Ready To Move,other,Icncy R,1056.0,2.0,1.0,80.0,2.0,7575.757575757576
Super built-up  Area,21-Feb,Bannerghatta Road,Hiatei ,595.0,1.0,1.0,33.32,1.0,5600.0
Super built-up  Area,19-Dec,7th Phase JP Nagar,Puarero,2225.0,3.0,1.0,160.0,3.0,7191.011235955056
Super built-up  Area,18-Aug,Bommasandra,DSoodil,1126.0,2.0,1.0,28.15,2.0,2500.0
Super built-up  Area,Ready To Move,Electronics City Phase 1,GaicaVe,1490.0,3.0,1.0,84.0,3.0,5637.583892617449
Super built-up  Area,Ready To Move,Sarjapur  Road,PuineSu,1550.0,3.0,3.0,100.0,3.0,6451.612903225807
Built-up  Area,Ready To Move,Whitefield,PrOakSi,4144.0,4.0,3.0,315.0,4.0,7601.351351351352
Super built-up  Area,Ready To Move,Sarjapur  Road,Supleon,2100.0,3.0,2.0,125.0,3.0,5952.380952380952
Super built-up  Area,Ready To Move,Vittasandra,Prlla C,1404.0,2.0,1.0,69.3,2.0,4935.897435897436
Plot  Area,Ready To Move,Sarjapur  Road,LGestbo,2230.0,4.0,3.0,225.0,4.0,10089.686098654709
Super built-up  Area,18-May,other,Pridsi ,1305.0,2.0,1.0,58.7,3.0,4498.08429118774
Super built-up  Area,Ready To Move,Marathahalli,Aahts H,1230.0,2.0,2.0,80.0,2.0,6504.065040650406
Super built-up  Area,19-Dec,Hormavu,Kolisl ,715.0,1.0,2.0,46.0,1.0,6433.566433566433
Super built-up  Area,Ready To Move,Whitefield,Toindls,2500.0,3.0,2.0,313.0,3.0,12520.0
Super built-up  Area,Ready To Move,other,Puceswn,1578.0,3.0,1.0,180.0,3.0,11406.84410646388
Super built-up  Area,Ready To Move,Jigani,i1odsne,1020.0,2.0,1.0,40.0,2.0,3921.5686274509803
Super built-up  Area,Ready To Move,Koramangala,Ansna K,1253.0,2.0,1.0,102.0,2.0,8140.462889066241
Super built-up  Area,Ready To Move,other,ARnamru,1180.0,2.0,2.0,42.0,2.0,3559.322033898305
Super built-up  Area,Ready To Move,other,Veyalin,961.0,2.0,2.0,38.0,2.0,3954.2143600416234
Super built-up  Area,Ready To Move,Harlur,SomonCi,1709.0,3.0,2.0,150.0,3.0,8777.062609713283
Super built-up  Area,Ready To Move,other,Daill S,1260.0,2.0,2.0,45.0,2.0,3571.4285714285716
Built-up  Area,Ready To Move,other,DSureSi,1630.0,3.0,2.0,85.0,3.0,5214.7239263803685
Super built-up  Area,19-May,Sarjapur  Road,Soini T,1249.0,3.0,2.0,44.71,3.0,3579.663730984788
Super built-up  Area,Ready To Move,Kalena Agrahara,MancyRe,1450.0,2.0,3.0,85.0,3.0,5862.068965517241
Super built-up  Area,17-Nov,other,Prasa W,2791.0,3.0,1.0,223.0,3.0,7989.967753493372
Built-up  Area,Ready To Move,other,Kaantth,834.0,1.0,1.0,60.0,1.0,7194.244604316546
Built-up  Area,Ready To Move,Gottigere,Drente ,891.0,2.0,1.0,25.0,2.0,2805.8361391694725
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,GrrvaGr,1133.0,2.0,1.0,49.07,2.0,4330.979699911739
Built-up  Area,Ready To Move,Bisuvanahalli,Prityel,1075.0,2.0,1.0,37.0,3.0,3441.860465116279
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,SGandea,1090.0,2.0,1.0,42.0,2.0,3853.211009174312
Super built-up  Area,18-Dec,Hebbal,Mahosya,1920.0,3.0,2.0,134.0,3.0,6979.166666666667
Built-up  Area,Ready To Move,other,Eline P,1374.0,2.0,2.0,95.0,2.0,6914.1193595342065
Super built-up  Area,19-Dec,Kanakapura,GoityEt,711.0,1.0,1.0,36.0,1.0,5063.291139240507
Super built-up  Area,Ready To Move,Tumkur Road,SosonGa,1500.0,3.0,3.0,95.0,3.0,6333.333333333333
Super built-up  Area,Ready To Move,Whitefield,Gotis A,1720.0,3.0,3.0,100.0,3.0,5813.953488372093
Super built-up  Area,Ready To Move,Mysore Road,PrntaEn,1200.0,2.0,1.0,85.0,2.0,7083.333333333333
Carpet  Area,18-Jul,other,NSezeBr,1375.0,3.0,2.0,70.0,3.0,5090.909090909091
Super built-up  Area,Ready To Move,Jalahalli,Tahtsla,2250.0,3.0,2.0,160.0,3.0,7111.111111111111
Super built-up  Area,Ready To Move,Bellandur,Sronda ,1000.0,2.0,2.0,50.0,2.0,5000.0
Super built-up  Area,Ready To Move,other,Prntsax,469.0,1.0,0.0,25.0,1.0,5330.490405117271
Super built-up  Area,Ready To Move,Marathahalli,PueraRi,3800.0,4.0,3.0,250.0,4.0,6578.9473684210525
Super built-up  Area,Ready To Move,Kambipura,Prrtht ,883.0,2.0,1.0,29.0,2.0,3284.2582106455266
Super built-up  Area,Ready To Move,other,Chnts A,1820.0,2.0,3.0,86.0,3.0,4725.274725274725
Built-up  Area,Ready To Move,Malleshwaram,GaityEt,2500.0,5.0,2.0,325.0,4.0,13000.0
Super built-up  Area,Ready To Move,other,ShshaSa,750.0,1.0,2.0,40.0,1.0,5333.333333333333
Super built-up  Area,Ready To Move,Hosakerehalli,Taonte ,2378.0,3.0,1.0,262.0,3.0,11017.661900756939
Super built-up  Area,Ready To Move,Sarjapur,Ahownve,1128.0,2.0,1.0,60.0,2.0,5319.148936170212
Super built-up  Area,Ready To Move,Hebbal,Cevely ,1500.0,3.0,1.0,150.0,3.0,10000.0
Super built-up  Area,20-Oct,Kanakpura Road,PrarePa,1100.0,2.0,1.0,58.0,3.0,5272.727272727273
Super built-up  Area,Ready To Move,Bommasandra,Vaodspe,1200.0,3.0,2.0,46.0,3.0,3833.3333333333335
Super built-up  Area,Ready To Move,other,DSldsen,1641.0,3.0,2.0,66.0,3.0,4021.9378427787933
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,NaonySy,1260.0,2.0,1.0,67.39,2.0,5348.412698412699
Super built-up  Area,Ready To Move,Yelahanka,Rarthne,1132.5,2.0,0.0,48.13,2.0,4249.889624724062
Super built-up  Area,Ready To Move,Yelahanka,Pyikad ,1210.0,2.0,1.0,45.98,2.0,3800.0
Super built-up  Area,Ready To Move,Bisuvanahalli,Prityel,1075.0,2.0,1.0,45.0,3.0,4186.046511627907
Built-up  Area,Ready To Move,Thanisandra,Soitya ,1702.0,3.0,2.0,130.0,3.0,7638.07285546416
Super built-up  Area,Ready To Move,other,Malex C,1630.0,2.0,2.0,200.0,2.0,12269.938650306749
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,GrrvaGr,1141.0,2.0,2.0,38.55,2.0,3378.6152497808935
Built-up  Area,18-Mar,other,Toainnt,4046.0,4.0,0.0,445.0,4.0,10998.517053880376
Built-up  Area,Ready To Move,Yelahanka,Edreelm,35000.0,3.0,3.0,130.0,3.0,371.42857142857144
Super built-up  Area,Ready To Move,other,RMcesa ,1875.0,3.0,2.0,165.0,3.0,8800.0
Plot  Area,Ready To Move,Brookefield,Krreera,1200.0,3.0,2.0,140.0,3.0,11666.666666666666
Super built-up  Area,Ready To Move,Whitefield,PaantPl,1140.0,2.0,1.0,56.0,2.0,4912.2807017543855
Super built-up  Area,Ready To Move,Lingadheeranahalli,Soiewre,1683.0,3.0,1.0,109.0,3.0,6476.5300059417705
Super built-up  Area,19-Dec,Hoodi,Caycend,2118.0,4.0,2.0,111.0,4.0,5240.793201133144
Built-up  Area,Ready To Move,other,Sohea A,2300.0,3.0,3.0,120.0,3.0,5217.391304347826
Super built-up  Area,Ready To Move,other,MSvelek,1240.0,2.0,2.0,60.0,2.0,4838.709677419355
Super built-up  Area,Ready To Move,other,VDdonel,1750.0,3.0,1.0,120.0,3.0,6857.142857142857
Super built-up  Area,Ready To Move,Abbigere,SLtias ,985.0,2.0,1.0,40.39,2.0,4100.507614213198
Plot  Area,Ready To Move,other,Hentye ,1500.0,2.0,1.0,87.0,3.0,5800.0
Built-up  Area,Ready To Move,other,SMikaay,950.0,2.0,1.0,44.0,2.0,4631.578947368421
Built-up  Area,18-Jul,Electronic City Phase II,Sryalan,1090.0,2.0,1.0,28.34,2.0,2600.0
Super built-up  Area,18-Apr,Kammasandra,Prony S,810.0,2.0,2.0,24.5,2.0,3024.6913580246915
Super built-up  Area,Ready To Move,other,PaisePa,1045.0,2.0,0.0,45.0,2.0,4306.2200956937795
Super built-up  Area,18-Sep,Hebbal,Arcia S,1337.0,2.0,1.0,82.0,2.0,6133.1338818249815
Super built-up  Area,Ready To Move,Koramangala,TealeRo,1580.0,3.0,2.0,160.0,3.0,10126.582278481013
Super built-up  Area,Ready To Move,Begur Road,Dhalsh ,1500.0,2.0,3.0,54.0,3.0,3600.0
Super built-up  Area,18-Sep,Whitefield,Umods W,1640.0,4.0,2.0,91.0,3.0,5548.780487804878
Super built-up  Area,Ready To Move,other,SSarlPe,1570.0,3.0,2.0,62.0,3.0,3949.044585987261
Super built-up  Area,Ready To Move,Gubbalala,MauilTr,1470.0,2.0,2.0,82.0,3.0,5578.231292517007
Built-up  Area,Ready To Move,7th Phase JP Nagar,Brnia G,1050.0,2.0,1.0,71.0,2.0,6761.9047619047615
Super built-up  Area,20-Jun,other,Soeurri,1855.0,3.0,1.0,225.0,3.0,12129.380053908355
Super built-up  Area,Ready To Move,Bannerghatta Road,SNity S,1460.0,2.0,1.0,90.0,3.0,6164.3835616438355
Super built-up  Area,Ready To Move,Electronic City,Daives ,1094.0,2.0,2.0,42.0,2.0,3839.1224862888484
Super built-up  Area,Ready To Move,Budigere,PrityTr,1153.0,2.0,2.0,57.0,2.0,4943.625325238509
Built-up  Area,Ready To Move,other,PNncysi,1325.0,3.0,1.0,57.0,3.0,4301.88679245283
Built-up  Area,Ready To Move,Jakkur,Socon Z,1590.0,2.0,2.0,125.0,3.0,7861.635220125786
Super built-up  Area,Ready To Move,other,Krite D,1202.0,2.0,1.0,48.0,2.0,3993.3444259567386
Super built-up  Area,Ready To Move,other,Srisei ,1200.0,2.0,3.0,62.5,2.0,5208.333333333333
Super built-up  Area,18-Feb,Panathur,Prcesvy,1688.0,3.0,1.0,118.0,3.0,6990.521327014218
Built-up  Area,Ready To Move,other,Soestrn,1020.0,2.0,1.0,52.0,2.0,5098.0392156862745
Super built-up  Area,Ready To Move,Sarjapur,Coa 3t ,1185.0,2.0,2.0,47.0,2.0,3966.2447257383965
Super built-up  Area,17-Oct,Ramagondanahalli,ViistLa,1235.0,2.0,1.0,52.04,2.0,4213.765182186235
Super built-up  Area,Ready To Move,Hosakerehalli,Taonte ,3205.0,5.0,1.0,500.0,4.0,15600.624024960998
Super built-up  Area,Ready To Move,Kengeri Satellite Town,MB-laan,1415.0,2.0,3.0,66.0,3.0,4664.310954063604
Super built-up  Area,18-Apr,EPIP Zone,BrontLa,2330.0,3.0,2.0,162.0,3.0,6952.789699570815
Super built-up  Area,Ready To Move,Whitefield,JahanSa,805.0,2.0,2.0,35.0,2.0,4347.826086956522
Super built-up  Area,Ready To Move,Whitefield,DNlleks,1155.0,2.0,3.0,59.95,2.0,5190.476190476191
Built-up  Area,Ready To Move,other,Alncy R,1100.0,2.0,0.0,48.0,2.0,4363.636363636364
Super built-up  Area,Ready To Move,other,RMcesa ,1468.0,2.0,1.0,140.0,2.0,9536.784741144415
Plot  Area,Ready To Move,other,RMaanSa,4300.0,5.0,2.0,550.0,4.0,12790.697674418605
Super built-up  Area,18-Dec,Whitefield,Prtates,2280.0,4.0,2.0,126.0,3.0,5526.315789473684
Super built-up  Area,Ready To Move,Hegde Nagar,Soiniy ,1341.0,2.0,1.0,97.0,2.0,7233.407904548844
Super built-up  Area,18-Dec,Electronic City Phase II,SNbay G,2225.0,4.0,0.0,98.88,4.0,4444.044943820225
Super built-up  Area,Ready To Move,Thanisandra,MenueNo,1185.0,2.0,2.0,43.51,2.0,3671.7299578059074
Super built-up  Area,Ready To Move,other,VMianri,1750.0,3.0,2.0,85.0,3.0,4857.142857142857
Super built-up  Area,Ready To Move,Kudlu,GKityel,1152.0,2.0,1.0,53.5,2.0,4644.097222222223
Super built-up  Area,Ready To Move,Hulimavu,Jaise P,1300.0,2.0,3.0,36.0,2.0,2769.230769230769
Super built-up  Area,Ready To Move,Uttarahalli,Siayayo,1101.0,2.0,0.0,45.0,2.0,4087.193460490463
Super built-up  Area,Ready To Move,Yeshwanthpur,IBityin,667.0,1.0,1.0,36.85,1.0,5524.737631184408
Super built-up  Area,Ready To Move,Electronic City,GMown E,1070.0,2.0,1.0,55.0,2.0,5140.186915887851
Built-up  Area,Ready To Move,Old Airport Road,Trnce A,1875.0,2.0,2.0,110.0,3.0,5866.666666666667
Super built-up  Area,Ready To Move,Kundalahalli,Dieldli,735.0,2.0,1.0,57.99,2.0,7889.7959183673465
Super built-up  Area,Ready To Move,Marathahalli,PuilaMi,1215.0,2.0,1.0,67.0,2.0,5514.40329218107
Super built-up  Area,Ready To Move,other,Prodsth,820.0,2.0,1.0,30.0,2.0,3658.5365853658536
Super built-up  Area,20-Dec,other,Brens7 ,1177.5,2.0,0.0,59.935,2.0,5090.0212314225055
Super built-up  Area,Ready To Move,Battarahalli,PaontWa,1779.0,3.0,2.0,89.61,3.0,5037.099494097808
Built-up  Area,Ready To Move,other,HMRWAyo,1105.0,2.0,2.0,58.0,2.0,5248.868778280543
Super built-up  Area,Ready To Move,Whitefield,UKkente,1650.0,3.0,2.0,60.0,3.0,3636.3636363636365
Super built-up  Area,Ready To Move,Jalahalli,Tahtsla,1694.0,2.0,2.0,150.0,2.0,8854.78158205431
Super built-up  Area,Ready To Move,Hosakerehalli,Taonte ,2376.0,3.0,1.0,203.0,3.0,8543.771043771043
Super built-up  Area,Ready To Move,Kammasandra,Icingpy,674.0,2.0,1.0,33.0,2.0,4896.142433234421
Super built-up  Area,Ready To Move,Kaggadasapura,SLireap,1185.0,2.0,1.0,41.0,2.0,3459.915611814346
Super built-up  Area,Ready To Move,Thanisandra,Bhmesy ,445.0,1.0,0.0,28.0,1.0,6292.134831460674
Super built-up  Area,Ready To Move,Gottigere,Sklls C,1618.0,3.0,3.0,82.5,3.0,5098.887515451174
Super built-up  Area,Ready To Move,Koramangala,Vaanda ,1120.0,2.0,0.0,65.0,2.0,5803.571428571428
Super built-up  Area,Ready To Move,Marathahalli,Sutte C,2181.0,3.0,2.0,152.0,4.0,6969.280146721688
Super built-up  Area,18-Oct,Bannerghatta Road,DSnjh S,1556.0,2.0,1.0,59.13,3.0,3800.1285347043704
Super built-up  Area,19-Feb,Bannerghatta Road,Hiatei ,1179.0,2.0,1.0,66.02,2.0,5599.660729431722
Super built-up  Area,Ready To Move,Thanisandra,Bhmesy ,1296.0,2.0,2.0,83.0,2.0,6404.320987654321
Built-up  Area,Ready To Move,Kaggadasapura,VSomepi,1275.0,2.0,2.0,52.0,2.0,4078.4313725490197
Super built-up  Area,Ready To Move,Gottigere,Krryll ,1222.0,2.0,1.0,63.0,2.0,5155.482815057283
Super built-up  Area,Ready To Move,Electronic City,Palleon,940.0,2.0,1.0,41.0,2.0,4361.702127659574
Super built-up  Area,Ready To Move,Thanisandra,MenueNo,1185.0,2.0,2.0,42.6,2.0,3594.9367088607596
Super built-up  Area,Ready To Move,Tumkur Road,Soite E,1779.0,3.0,2.0,112.0,3.0,6295.6717256885895
Super built-up  Area,Ready To Move,Begur Road,Dhalsh ,1615.0,3.0,2.0,59.76,3.0,3700.30959752322
Super built-up  Area,Ready To Move,Haralur Road,Zostaa ,1056.0,2.0,1.0,61.0,2.0,5776.515151515152
Built-up  Area,Ready To Move,other,Prdowth,920.0,2.0,1.0,40.0,2.0,4347.826086956522
Super built-up  Area,Ready To Move,other,BMityre,1602.0,2.0,0.0,75.0,3.0,4681.647940074907
Built-up  Area,Ready To Move,Kasavanhalli,HMonymp,1717.0,3.0,3.0,99.0,3.0,5765.87070471753
Super built-up  Area,18-Jul,Bhoganhalli,Rosha I,2119.0,4.0,3.0,111.0,4.0,5238.319962246343
Super built-up  Area,Ready To Move,Vittasandra,Prlla C,1246.0,2.0,1.0,67.3,2.0,5401.284109149277
Super built-up  Area,17-Jul,Anandapura,ViensRK,1141.0,2.0,1.0,42.79,2.0,3750.219106047327
Super built-up  Area,18-Aug,Chandapura,SuVue S,1025.0,2.0,2.0,27.68,2.0,2700.487804878049
Built-up  Area,Ready To Move,Yelahanka New Town,KHatsFl,650.0,1.0,2.0,33.0,1.0,5076.923076923077
Super built-up  Area,Ready To Move,Hebbal,Prersis,1349.0,2.0,1.0,98.0,2.0,7264.6404744255005
Super built-up  Area,Ready To Move,other,Veodsar,1566.0,3.0,1.0,83.3,3.0,5319.284802043423
